sno,subject,vol,lesson,qno,question,question_image,option_1,option_1_image,option_2,option_2_image,option_3,option_3_image,option_4,option_4_image,answer,answer_image
102,physics,Vol2,8,7,"In photoelectric emission, a radiation whose frequency is 4 times threshold frequency of a certain metal is incident on the metal. Then the maximum possible velocity of the emitted electron will be",,"$$\sqrt{\frac{hv_0}{m}}$$",,"$$\sqrt{\frac{6hv_0}{m}}$$",,"$$2\sqrt{\frac{hv_0}{m}}$$",,"$$\sqrt{\frac{hv_0}{2m}}$$",,"$$\sqrt{\frac{6hv_0}{m}}$$",
103,physics,Vol2,8,8,"Two radiations with photon energies 0.9 eV and 3.3 eV respectively are falling on a metallic surface successively. If the work function of the metal is 0.6 eV, then the ratio of maximum speeds of emitted electrons in the two cases will be",,1:4,,1:3,,1:1,,1:9,,1:3,,
104,physics,Vol2,8,9,"A light source of wavelength 520 nm emits $1.04 \times 10^{15}$ photons per second while the second source of 460 nm produces $1.38 \times 10^{15}$ photons per second. Then the ratio of power of second source to that of first source is",,1.00,,1.02,,1.5,,0.98,,1.02,
105,physics,Vol2,8,10,"If the mean wavelength of light from sun is taken as 550 nm and its mean power as $3.8 \times 10^{26}$ W, then the number of photons emitted per second from the sun is of the order of",,"$10^{45}$",,"$10^{42}$",,"$10^{54}$",,"$10^{51}$",,"$10^{45}$",
106,physics,Vol2,8,11,"The threshold wavelength for a metal surface whose photoelectric work function is 3.313 eV is",,4125 Å,,3750 Å,,6000 Å,,2062.5 Å,,3750 Å,
107,physics,Vol2,8,12,"A light of wavelength 500 nm is incident on a sensitive metal plate of photoelectric work function 1.235 eV. The kinetic energy of the photo electrons emitted is (Take h = $6.6 \times 10^{-34}$ Js)",,"0.58 eV",,"2.48 eV",,"1.24 eV",,"1.16 eV",,"1.24 eV",
108,physics,Vol2,8,13,"Photons of wavelength $\lambda$ are incident on a metal. The most energetic electrons ejected from the metal are bent into a circular arc of radius R by a perpendicular magnetic field having magnitude B. The work function of the metal is",,"$\frac{hc}{\lambda} - m_e + \frac{e^2B^2R^2}{2m_e}$",,"$\frac{hc}{\lambda} + 2m_e\left[\frac{eBR}{2m_e}\right]^2$",,"$\frac{hc}{\lambda} - m_ec^2 - \frac{e^2B^2R^2}{2m_e}$",,"$\frac{hc}{\lambda} - 2m_e\left[\frac{eBR}{2m_e}\right]^2$",,"$\frac{hc}{\lambda} - 2m_e\left[\frac{eBR}{2m_e}\right]^2$",
109,physics,Vol2,8,14,"The work functions for metals A, B and C are 1.92 eV, 2.0 eV and 5.0 eV respectively. The metal/metals which will emit photoelectrons for a radiation of wavelength 4100 Å is/are",,A only,,both A and B,,all the metals,,none,,both A and B,
110,physics,Vol2,8,15,"Emission of electrons by the absorption of heat energy is called ________ emission.",,photoelectric,,field,,thermionic,,secondary,,thermionic,
111,physics,Vol2,9,1,"Suppose an alpha particle accelerated by a potential of V volt is allowed to collide with a nucleus of atomic number Z, then the distance of closest approach of alpha particle to the nucleus is",,"$14.4\frac{Z}{V}$ Å",,"$14.4\frac{V}{Z}$ Å",,"$1.44\frac{Z}{V}$ Å",,"$1.44\frac{V}{Z}$ Å",,"$14.4\frac{Z}{V}$ Å",
112,physics,Vol2,9,2,"In a hydrogen atom, the electron revolving in the fourth orbit, has angular momentum equal to",,h,,"$\frac{h}{\pi}$",,"$\frac{4h}{\pi}$",,"$\frac{2h}{\pi}$",,"$\frac{2h}{\pi}$",
113,physics,Vol2,9,3,"Atomic number of H-like atom with ionization potential 122.4 V for n = 1 is",,1,,2,,3,,4,,3,
114,physics,Vol2,9,4,"The ratio between the radius of first three orbits of hydrogen atom is",,1:2:3,,2:4:6,,1:4:9,,1:3:5,,1:4:9,
115,physics,Vol2,9,5,"The charge of cathode rays particle is",,positive,,negative,,neutral,,not defined,,negative,
116,physics,Vol2,9,6,"In J. J. Thomson e/m experiment, electrons are accelerated through 2.6 kV enter the region of crossed electric field and magnetic field of strength $3.0 \times 10^4$ V m$^{-1}$ and $1.0 \times 10^{-3}$ T respectively, and pass through it undeflected, then the specific charge is",,"$1.6 \times 10^{10}$ C Kg$^{-1}$",,"$1.7 \times 10^{11}$ C Kg$^{-1}$",,"$1.5 \times 10^{11}$ C Kg$^{-1}$",,"$1.8 \times 10^{11}$ C Kg$^{-1}$",,"$1.7 \times 10^{11}$ C Kg$^{-1}$",
117,physics,Vol2,9,7,"The ratio of the wavelengths radiation emitted for the transition for n = 2 to n = 1 in $Li^{++}$, $He^+$ and H is",,1:2:3,,1:4:9,,3:2:1,,4:9:36,,4:9:36,
118,physics,Vol2,9,8,"The electric potential of an electron is given by $V = V_o \ln\left(\frac{r}{r_o}\right)$, where $r_o$ is a constant. If Bohr atom model is valid, then variation of radius of $n^{th}$ orbit $r_n$ with the principal quantum number n is",,"$r_n \propto \frac{1}{n}$",,"$r_n \propto n$",,"$r_n \propto \frac{1}{n^2}$",,"$r_n \propto n^2$",,"$r_n \propto n$",
119,physics,Vol2,9,9,"If the nuclear radius of $^{27}Al$ is 3.6 fermi, the approximate nuclear radius of $^{64}Cu$ in fermi is",,2.4,,1.2,,4.8,,3.6,,4.8,
120,physics,Vol2,9,10,"The nucleus is approximately spherical in shape. Then the surface area of nucleus having mass number A varies as",,"$A^{2/3}$",,"$A^{4/3}$",,"$A^{1/3}$",,"$A^{5/3}$",,"$A^{2/3}$",
121,physics,Vol2,9,11,"The mass of a $^7_3Li$ nucleus is 0.042 u less than the sum of the masses of all its nucleons. The average binding energy per nucleon of $^7_3Li$ nucleus is nearly",,46 MeV,,5.6 MeV,,3.9 MeV,,23 MeV,,5.6 MeV,
122,physics,Vol2,9,12,"$M_p$ denotes the mass of the proton and $M_n$ denotes mass of a neutron. A given nucleus of binding energy B, contains Z protons and N neutrons. The mass M(N, Z) of the nucleus is given by (where c is the speed of light)",,"$M(N,Z) = NM_n + ZM_p - Bc^2$",,"$M(N,Z) = NM_n + ZM_p + Bc^2$",,"$M(N,Z) = NM_n + ZM_p - \frac{B}{c^2}$",,"$M(N,Z) = NM_n + ZM_p + \frac{B}{c^2}$",,"$M(N,Z) = NM_n + ZM_p - \frac{B}{c^2}$",
123,physics,Vol2,9,13,"A radioactive nucleus (initial mass number A and atomic number Z) emits two $\alpha$-particles and 2 positrons. The ratio of number of neutrons to that of proton in the final nucleus will be",,"$\frac{A-Z-4}{Z-2}$",,"$\frac{A-Z-2}{Z-6}$",,"$\frac{A-Z-4}{Z-6}$",,"$\frac{A-Z-12}{Z-4}$",,"$\frac{A-Z-4}{Z-6}$",
124,physics,Vol2,9,14,"The half-life period of a radioactive element A is same as the mean life time of another radioactive element B. Initially both have the same number of atoms. Then",,A and B have the same decay rate initially,,A and B decay at the same rate always,,B will decay at faster rate than A,,A will decay at faster rate than B,,B will decay at faster rate than A,
125,physics,Vol2,9,15,"A radioactive element has $N_o$ number of nuclei at t = 0. The number of nuclei remaining after half of a half-life (that is, at time $t = \frac{1}{2}T_{1/2}$) is",,"$\frac{N_0}{2}$",,"$\frac{N_0}{\sqrt{2}}$",,"$\frac{N_0}{4}$",,"$\frac{N_0}{8}$",,"$\frac{N_0}{\sqrt{2}}$",
126,physics,Vol2,10,1,"The barrier potential of a silicon diode is approximately",,0.7 V,,0.3 V,,2.0 V,,2.2 V,,0.7 V,
127,physics,Vol2,10,2,"If a small amount of antimony (Sb) is added to germanium crystal,",,it becomes a p–type semiconductor,,the antimony becomes an acceptor atom,,there will be more free electrons than hole in the semiconductor,,its resistance is increased,,there will be more free electrons than hole in the semiconductor,
128,physics,Vol2,10,3,"In an unbiased p–n junction, the majority charge carriers (that is, holes) in the p–region diffuse into n–region because of",,the potential difference across the p–n junction,,the higher hole concentration in p–region than that in n–region,,the attraction of free electrons of n–region,,All the above,,the higher hole concentration in p–region than that in n–region,
129,physics,Vol2,10,4,"If a positive half–wave rectified voltage is fed to a load resistor, for which part of a cycle there will be current flow through the load?",,0°–90°,,90°–180°,,0°–180°,,0°–360°,,0°–180°,
130,physics,Vol2,10,5,"The zener diode is primarily used as",,Rectifier,,Amplifier,,Oscillator,,Voltage regulator,,Voltage regulator,
131,physics,Vol2,10,6,"The principle based on which a solar cell operates is",,Diffusion,,Recombination,,Photovoltaic action,,Carrier flow,,Photovoltaic action,
132,physics,Vol2,10,7,"The light emitted in an LED is due to",,Recombination of charge carriers,,Reflection of light due to lens action,,Amplification of light falling at the junction,,Large current capacity,,Recombination of charge carriers,
133,physics,Vol2,10,8,"The barrier potential of a p–n junction depends on (i) type of semiconductor material (ii) amount of doping (iii) temperature. Which one of the following is correct?",,i and ii only,,ii only,,ii and iii only,,"i, ii and iii",,"i, ii and iii",
134,physics,Vol2,10,9,"To obtain sustained oscillation in an oscillator,",,Feedback should be positive,,Feedback factor must be unity,,Phase shift must be 0 or $2\pi$,,All the above,,All the above,
135,physics,Vol2,10,10,"If the input to the NOT gate is A = 1011, its output is",,0100,,1000,,1100,,0011,,0100,
136,physics,Vol2,10,11,"Which one of the following represents forward bias diode?",physics_image_22.png,Option a,,Option b,,Option c,,Option d,,Option c,
137,physics,Vol2,10,12,"The given electrical network is equivalent to",physics_image_23.png,AND gate,,OR gate,,NOR gate,,NOT gate,,AND gate,
138,physics,Vol2,10,13,"The output of the following circuit is 1 when the input ABC is",physics_image_24.png,101,,100,,110,,010,,110,
139,physics,Vol2,10,14,"The variation of frequency of carrier wave with respect to the amplitude of the modulating signal is called",,Amplitude modulation,,Frequency modulation,,Phase modulation,,Pulse width modulation,,Frequency modulation,
140,physics,Vol2,10,15,"The frequency range of 3 MHz to 30 MHz is used for",,Ground wave propagation,,Space wave propagation,,Sky wave propagation,,Satellite communication,,Sky wave propagation,
141,physics,Vol2,11,1,"The particle size of ZnO material is 30 nm. Based on the dimension it is classified as",,Bulk material,,Nanomaterial,,Soft material,,Magnetic material,,Nanomaterial,
142,physics,Vol2,11,2,"Which one of the following is the natural nanomaterial?",,Peacock feather,,Peacock beak,,Grain of sand,,Skin of the Whale,,Peacock feather,
143,physics,Vol2,11,3,"The blue print for making ultra-durable synthetic material is mimicked from",,Lotus leaf,,Morpho butterfly,,Parrot fish,,Peacock feather,,Morpho butterfly,
144,physics,Vol2,11,4,"The method of making nanomaterial by assembling the atoms is called",,Top-down approach,,Bottom-up approach,,Cross down approach,,Diagonal approach,,Bottom-up approach,
145,physics,Vol2,11,5,"""Ski wax"" is an application of nano product in the field of",,Medicine,,Textile,,Sports,,Automotive industry,,Sports,
146,physics,Vol2,11,6,"The materials used in Robotics are",,Aluminium and silver,,Silver and gold,,Copper and gold,,Steel and aluminium,,Steel and aluminium,
147,physics,Vol2,11,7,"The alloys used for muscle wires in Robots are",,Shape memory alloys,,Gold copper alloys,,Gold silver alloys,,Two dimensional alloys,,Shape memory alloys,
148,physics,Vol2,11,8,"The technology used for stopping the brain from processing pain is",,Precision medicine,,Wireless brain sensor,,Virtual reality,,Radiology,,Virtual reality,
149,physics,Vol2,11,9,"The particle which gives mass to protons and neutrons are",,Higgs particle,,Einstein particle,,Nanoparticle,,Bulk particle,,Higgs particle,
150,physics,Vol2,11,10,"The gravitational waves were theoretically proposed by",,Conrad Rontgen,,Marie Curie,,Albert Einstein,,Edward Purcell,,Albert Einstein,
